"dog_id" "context_id" "survey_number" "days_after_adoption" "behaviour_code_name" "behaviour_code_number" "behaviour_code_colour"
83 6 "First" 16 "Relaxed" 1 1
83 6 "Second" 36 "Relaxed" 1 1
84 6 "First" 15 "Relaxed" 1 1
84 6 "Second" 38 "Relaxed" 1 1
85 6 "First" 31 "Relaxed" 1 1
85 6 "Second" 47 "Relaxed" 1 1
86 6 "First" 16 "Excitable" 2 1
86 6 "Second" 37 "Excitable" 2 1
87 6 "First" 16 "Relaxed" 1 1
87 6 "Second" 16 NA NA NA
88 6 "First" 19 "Excitable" 2 1
88 6 "Second" 38 "Relaxed" 1 1
89 6 "First" 15 "Relaxed" 1 1
89 6 "Second" 36 "Relaxed" 1 1
90 6 "First" 25 "Reactive to People Non Aggressive" 7 2
90 6 "Second" 25 NA NA NA
91 6 "First" 16 "Excitable" 2 1
91 6 "Second" 37 "Excitable" 2 1
92 6 "First" 23 "Reactive to Dogs Non Aggressive" 6 2
92 6 "Second" 35 "Reactive to Dogs Non Aggressive" 6 2
93 6 "First" 17 "Relaxed" 1 1
93 6 "Second" 36 "Excitable" 2 1
94 6 "First" 25 "Focused" 8 2
94 6 "Second" 41 "Excitable" 2 1
95 6 "First" 17 "Relaxed" 1 1
95 6 "Second" 38 "Relaxed" 1 1
96 6 "First" 16 "Relaxed" 1 1
96 6 "Second" 37 "Relaxed" 1 1
97 6 "First" 19 "Relaxed" 1 1
97 6 "Second" 35 "Relaxed" 1 1
98 6 "First" 17 "Excitable" 2 1
98 6 "Second" 37 "Excitable" 2 1
99 6 "First" 21 "Relaxed" 1 1
99 6 "Second" 41 "Relaxed" 1 1
100 6 "First" 19 "Relaxed" 1 1
100 6 "Second" 39 "Excitable" 2 1
101 6 "First" 17 "Relaxed" 1 1
101 6 "Second" 17 NA NA NA
102 6 "First" 22 "Relaxed" 1 1
102 6 "Second" 22 NA NA NA
103 6 "First" 16 "Relaxed" 1 1
103 6 "Second" 43 "Relaxed" 1 1
104 6 "First" 17 "Relaxed" 1 1
104 6 "Second" 17 NA NA NA
105 6 "First" 16 "Relaxed" 1 1
105 6 "Second" 43 "Relaxed" 1 1
106 6 "First" 23 "Relaxed" 1 1
106 6 "Second" 23 NA NA NA
107 6 "First" 19 "Excitable" 2 1
107 6 "Second" 40 "Excitable" 2 1
108 6 "First" 18 "Excitable" 2 1
108 6 "Second" 18 NA NA NA
109 6 "First" 19 "Relaxed" 1 1
109 6 "Second" 19 NA NA NA
110 6 "First" 14 "Relaxed" 1 1
110 6 "Second" 35 "Excitable" 2 1
111 6 "First" 17 "Relaxed" 1 1
111 6 "Second" 17 NA NA NA
112 6 "First" 17 "Relaxed" 1 1
112 6 "Second" 38 "Excitable" 2 1
113 6 "First" 19 "Relaxed" 1 1
113 6 "Second" 19 NA NA NA
114 6 "First" 17 "Reactive to Dogs Non Aggressive" 6 2
114 6 "Second" 17 NA NA NA
115 6 "First" 26 "Relaxed" 1 1
115 6 "Second" 41 "Relaxed" 1 1
116 6 "First" 29 "Relaxed" 1 1
116 6 "Second" 47 "Relaxed" 1 1
117 6 "First" 18 "Relaxed" 1 1
117 6 "Second" 40 "Focused" 8 2
118 6 "First" 36 "Relaxed" 1 1
118 6 "Second" 36 NA NA NA
119 6 "First" 18 "Excitable" 2 1
119 6 "Second" 36 "Excitable" 2 1
120 6 "First" 17 "Relaxed" 1 1
120 6 "Second" 17 NA NA NA
121 6 "First" 23 "Reactive to Dogs Non Aggressive" 6 2
121 6 "Second" 38 "Reactive to Dogs Aggressive" 9 3
122 6 "First" 21 "Relaxed" 1 1
122 6 "Second" 21 NA NA NA
123 6 "First" 19 "Focused" 8 2
123 6 "Second" 40 "Focused" 8 2
124 6 "First" 38 "Relaxed" 1 1
124 6 "Second" 38 NA NA NA
125 6 "First" 20 "Relaxed" 1 1
125 6 "Second" 42 "Relaxed" 1 1
126 6 "First" 21 "Excitable" 2 1
126 6 "Second" 41 "Relaxed" 1 1
127 6 "First" 15 "Excitable" 2 1
127 6 "Second" 36 "Excitable" 2 1
128 6 "First" 17 "Excitable" 2 1
128 6 "Second" 42 "Reactive to Dogs Non Aggressive" 6 2
129 6 "First" 15 "Relaxed" 1 1
129 6 "Second" 15 NA NA NA
130 6 "First" 18 "Reactive to Dogs Non Aggressive" 6 2
130 6 "Second" 38 "Reactive to Dogs Non Aggressive" 6 2
131 6 "First" 38 "Relaxed" 1 1
131 6 "Second" 38 NA NA NA
132 6 "First" 22 "Excitable" 2 1
132 6 "Second" 22 NA NA NA
133 6 "First" 19 "Relaxed" 1 1
133 6 "Second" 40 "Relaxed" 1 1
134 6 "First" 17 "Relaxed" 1 1
134 6 "Second" 38 "Relaxed" 1 1
135 6 "First" 15 "Relaxed" 1 1
135 6 "Second" 38 "Relaxed" 1 1
136 6 "First" 23 "Excitable" 2 1
136 6 "Second" 37 "Excitable" 2 1
137 6 "First" 16 "Relaxed" 1 1
137 6 "Second" 37 "Excitable" 2 1
138 6 "First" 16 "Relaxed" 1 1
138 6 "Second" 38 "Relaxed" 1 1
139 6 "First" 7 "Excitable" 2 1
139 6 "Second" 41 "Relaxed" 1 1
140 6 "First" 20 "Relaxed" 1 1
140 6 "Second" 20 NA NA NA
141 6 "First" 27 "Relaxed" 1 1
141 6 "Second" 27 NA NA NA
142 6 "First" 17 "Excitable" 2 1
142 6 "Second" 17 NA NA NA
143 6 "First" 25 "Relaxed" 1 1
143 6 "Second" 37 "Excitable" 2 1
144 6 "First" 15 "Focused" 8 2
144 6 "Second" 36 "Relaxed" 1 1
145 6 "First" 18 "No opinion" NA NA
145 6 "Second" 38 "Relaxed" 1 1
146 6 "First" 21 "Relaxed" 1 1
146 6 "Second" 42 "Stressed +" 5 2
147 6 "First" 19 "Relaxed" 1 1
147 6 "Second" 39 "Unsure" 4 1
148 6 "First" 20 "Excitable" 2 1
148 6 "Second" 41 "Reactive to Dogs Aggressive" 9 3
149 6 "First" 26 "Excitable" 2 1
149 6 "Second" 40 "Focused" 8 2
150 6 "First" 22 "Relaxed" 1 1
150 6 "Second" 36 "Relaxed" 1 1
151 6 "First" 23 "Relaxed" 1 1
151 6 "Second" 42 "Excitable" 2 1
152 6 "First" 23 "Relaxed" 1 1
152 6 "Second" 37 "Relaxed" 1 1
153 6 "First" 26 "Relaxed" 1 1
153 6 "Second" 26 NA NA NA
154 6 "First" 21 "Excitable" 2 1
154 6 "Second" 21 NA NA NA
155 6 "First" 21 "Reactive to Dogs Non Aggressive" 6 2
155 6 "Second" 43 "Reactive to Dogs Non Aggressive" 6 2
156 6 "First" 22 "Relaxed" 1 1
156 6 "Second" 43 "Relaxed" 1 1
157 6 "First" 22 "Excitable" 2 1
157 6 "Second" 37 "Reactive to Dogs Aggressive" 9 3
158 6 "First" 19 "Excitable" 2 1
158 6 "Second" 37 "Excitable" 2 1
159 6 "First" 27 "Relaxed" 1 1
159 6 "Second" 41 "Focused" 8 2
160 6 "First" 23 "Excitable" 2 1
160 6 "Second" 37 "Reactive to Dogs Non Aggressive" 6 2
161 6 "First" 24 "Relaxed" 1 1
161 6 "Second" 24 NA NA NA
162 6 "First" 21 "Excitable" 2 1
162 6 "Second" 36 "Relaxed" 1 1
163 6 "First" 23 "Reactive to Dogs Non Aggressive" 6 2
163 6 "Second" 38 "Reactive to Dogs Non Aggressive" 6 2
164 6 "First" 15 "Relaxed" 1 1
164 6 "Second" 35 "Unsure" 4 1
165 6 "First" 23 "Excitable" 2 1
165 6 "Second" 39 "Excitable" 2 1
166 6 "First" 24 "Relaxed" 1 1
166 6 "Second" 42 "Relaxed" 1 1
167 6 "First" 19 "Relaxed" 1 1
167 6 "Second" 19 NA NA NA
168 6 "First" 22 "Excitable" 2 1
168 6 "Second" 22 NA NA NA
169 6 "First" 22 "Relaxed" 1 1
169 6 "Second" 39 "Relaxed" 1 1
170 6 "First" 20 "Focused" 8 2
170 6 "Second" 35 "Relaxed" 1 1
171 6 "First" 20 "Relaxed" 1 1
171 6 "Second" 20 NA NA NA
172 6 "First" 20 "Relaxed" 1 1
172 6 "Second" 20 NA NA NA
173 6 "First" 24 "Excitable" 2 1
173 6 "Second" 24 NA NA NA
174 6 "First" 21 "Relaxed" 1 1
174 6 "Second" 43 "Relaxed" 1 1
175 6 "First" 21 "Relaxed" 1 1
175 6 "Second" 43 "Relaxed" 1 1
176 6 "First" 16 "Relaxed" 1 1
176 6 "Second" 16 NA NA NA
177 6 "First" 20 "Unsure" 4 1
177 6 "Second" 41 "Relaxed" 1 1
178 6 "First" 21 "Reactive to People Non Aggressive" 7 2
178 6 "Second" 21 NA NA NA
179 6 "First" 24 "Excitable" 2 1
179 6 "Second" 24 NA NA NA
180 6 "First" 25 "Relaxed" 1 1
180 6 "Second" 25 NA NA NA
181 6 "First" 27 "Excitable" 2 1
181 6 "Second" 27 NA NA NA
182 6 "First" 20 "Relaxed" 1 1
182 6 "Second" 42 "Focused" 8 2
183 6 "First" 16 "Excitable" 2 1
183 6 "Second" 37 "Excitable" 2 1
184 6 "First" 26 "Excitable" 2 1
184 6 "Second" 40 "Relaxed" 1 1
185 6 "First" 22 "Relaxed" 1 1
185 6 "Second" 37 "Reactive to Dogs Aggressive" 9 3
186 6 "First" 20 "Relaxed" 1 1
186 6 "Second" 20 NA NA NA
187 6 "First" 23 "Reactive to Dogs Non Aggressive" 6 2
187 6 "Second" 23 NA NA NA
188 6 "First" 25 "Relaxed" 1 1
188 6 "Second" 40 "Relaxed" 1 1
189 6 "First" 20 "Unsure" 4 1
189 6 "Second" 20 NA NA NA
190 6 "First" 22 "Reactive to Dogs Non Aggressive" 6 2
190 6 "Second" 39 "Reactive to Dogs Non Aggressive" 6 2
191 6 "First" 15 "Unsure" 4 1
191 6 "Second" 36 "Relaxed" 1 1
192 6 "First" 27 "Excitable" 2 1
192 6 "Second" 40 "Excitable" 2 1
193 6 "First" 21 "Excitable" 2 1
193 6 "Second" 21 NA NA NA
194 6 "First" 22 "Relaxed" 1 1
194 6 "Second" 22 NA NA NA
195 6 "First" 23 "Excitable" 2 1
195 6 "Second" 23 NA NA NA
196 6 "First" 19 "Relaxed" 1 1
196 6 "Second" 19 NA NA NA
197 6 "First" 20 "Excitable" 2 1
197 6 "Second" 20 NA NA NA
198 6 "First" 20 "Reactive to Dogs Non Aggressive" 6 2
198 6 "Second" 20 NA NA NA
199 6 "First" 19 "Relaxed" 1 1
199 6 "Second" 19 NA NA NA
200 6 "First" 18 "Reactive to Dogs Aggressive" 9 3
200 6 "Second" 36 "Relaxed" 1 1
201 6 "First" 18 "Excitable" 2 1
201 6 "Second" 39 "Relaxed" 1 1
202 6 "First" 19 "Excitable" 2 1
202 6 "Second" 41 "Excitable" 2 1
203 6 "First" 16 "Excitable" 2 1
203 6 "Second" 40 "Focused" 8 2
204 6 "First" 19 "Relaxed" 1 1
204 6 "Second" 39 "Excitable" 2 1
205 6 "First" 15 "Relaxed" 1 1
205 6 "Second" 36 "Excitable" 2 1
206 6 "First" 22 "Relaxed" 1 1
206 6 "Second" 22 NA NA NA
207 6 "First" 19 "Excitable" 2 1
207 6 "Second" 39 "Reactive to Dogs Aggressive" 9 3
208 6 "First" 23 "Relaxed" 1 1
208 6 "Second" 42 "Relaxed" 1 1
209 6 "First" 19 "Relaxed" 1 1
209 6 "Second" 44 "Relaxed" 1 1
210 6 "First" 17 "Unsure" 4 1
210 6 "Second" 17 NA NA NA
211 6 "First" 23 "Relaxed" 1 1
211 6 "Second" 23 NA NA NA
212 6 "First" 21 "Relaxed" 1 1
212 6 "Second" 37 "Relaxed" 1 1
213 6 "First" 18 "Relaxed" 1 1
213 6 "Second" 38 "Relaxed" 1 1
214 6 "First" 22 "Relaxed" 1 1
214 6 "Second" 35 "Relaxed" 1 1
215 6 "First" 17 "Excitable" 2 1
215 6 "Second" 17 NA NA NA
216 6 "First" 20 "Relaxed" 1 1
216 6 "Second" 20 NA NA NA
217 6 "First" 18 "Relaxed" 1 1
217 6 "Second" 18 NA NA NA
218 6 "First" 18 "Relaxed" 1 1
218 6 "Second" 36 "Relaxed" 1 1
219 6 "First" 16 "Relaxed" 1 1
219 6 "Second" 16 NA NA NA
220 6 "First" 17 "Relaxed" 1 1
220 6 "Second" 17 NA NA NA
221 6 "First" 15 "Relaxed" 1 1
221 6 "Second" 43 "Relaxed" 1 1
222 6 "First" 21 "Relaxed" 1 1
222 6 "Second" 44 "Excitable" 2 1
223 6 "First" 23 "Excitable" 2 1
223 6 "Second" 38 "Relaxed" 1 1
224 6 "First" 19 "Relaxed" 1 1
224 6 "Second" 36 "Relaxed" 1 1
225 6 "First" 17 "Relaxed" 1 1
225 6 "Second" 36 "Relaxed" 1 1
226 6 "First" 15 "Excitable" 2 1
226 6 "Second" 43 "Excitable" 2 1
227 6 "First" 22 "Relaxed" 1 1
227 6 "Second" 39 "Relaxed" 1 1
228 6 "First" 19 "Unsure" 4 1
228 6 "Second" 40 "Relaxed" 1 1
229 6 "First" 17 "Relaxed" 1 1
229 6 "Second" 17 NA NA NA
230 6 "First" 21 "Unsure" 4 1
230 6 "Second" 37 "Stressed +" 5 2
231 6 "First" 22 "Focused" 8 2
231 6 "Second" 40 "Relaxed" 1 1
232 6 "First" 22 "Focused" 8 2
232 6 "Second" 40 "Relaxed" 1 1
233 6 "First" 15 "Reactive to Dogs Non Aggressive" 6 2
233 6 "Second" 15 NA NA NA
234 6 "First" 15 "Excitable" 2 1
234 6 "Second" 15 NA NA NA
235 6 "First" 19 "Excitable" 2 1
235 6 "Second" 19 NA NA NA
236 6 "First" 17 "Relaxed" 1 1
236 6 "Second" 17 NA NA NA
237 6 "First" 22 "Excitable" 2 1
237 6 "Second" 36 "Relaxed" 1 1
238 6 "First" 22 "Excitable" 2 1
238 6 "Second" 37 "Vocal" 3 1
239 6 "First" 17 "Excitable" 2 1
239 6 "Second" 17 NA NA NA
240 6 "First" 16 "Reactive to Dogs Non Aggressive" 6 2
240 6 "Second" 16 NA NA NA
241 6 "First" 15 "Excitable" 2 1
241 6 "Second" 15 NA NA NA
1 7 "First" 16 "Relaxed" 1 1
1 7 "Second" 20 "Playful" 2 1
2 7 "First" 18 "Playful" 2 1
2 7 "Second" 40 "Playful +" 8 2
3 7 "First" 21 "Not Motivated (to work for, e.g. training)" 3 1
3 7 "Second" 35 "Relaxed" 1 1
4 7 "First" 26 "Relaxed" 1 1
4 7 "Second" 47 "Playful" 2 1
5 7 "First" 21 "Playful" 2 1
5 7 "Second" 21 NA NA NA
6 7 "First" 19 "Playful" 2 1
6 7 "Second" 40 "Playful" 2 1
7 7 "First" 24 "Playful" 2 1
7 7 "Second" 53 "Playful" 2 1
8 7 "First" 19 "Playful" 2 1
8 7 "Second" 19 NA NA NA
9 7 "First" 15 "Playful" 2 1
9 7 "Second" 42 "Playful" 2 1
10 7 "First" 15 "Playful" 2 1
10 7 "Second" 35 "Playful" 2 1
11 7 "First" 18 "Playful" 2 1
11 7 "Second" 18 NA NA NA
12 7 "First" 18 "Playful" 2 1
12 7 "Second" 18 NA NA NA
13 7 "First" 21 "Playful" 2 1
13 7 "Second" 21 NA NA NA
14 7 "First" 14 "Playful" 2 1
14 7 "Second" 56 "Playful" 2 1
15 7 "First" 19 "Reactive to People Non Aggressive" 7 2
15 7 "Second" 44 "Playful" 2 1
16 7 "First" 17 "Uncomfortable Avoids" 5 2
16 7 "Second" 45 "Playful" 2 1
17 7 "First" 21 "Playful" 2 1
17 7 "Second" 37 "Playful" 2 1
18 7 "First" 21 "Playful" 2 1
18 7 "Second" 21 NA NA NA
19 7 "First" 21 "Playful" 2 1
19 7 "Second" 42 "Playful" 2 1
20 7 "First" 22 "Playful" 2 1
20 7 "Second" 22 NA NA NA
21 7 "First" 21 "Playful" 2 1
21 7 "Second" 49 "Relaxed" 1 1
22 7 "First" 19 "Playful" 2 1
22 7 "Second" 44 "Playful" 2 1
23 7 "First" 19 "Playful" 2 1
23 7 "Second" 42 "Playful" 2 1
24 7 "First" 19 "Playful" 2 1
24 7 "Second" 19 NA NA NA
25 7 "First" 20 "Playful" 2 1
25 7 "Second" 41 "Playful" 2 1
26 7 "First" 14 "Relaxed" 1 1
26 7 "Second" 14 NA NA NA
27 7 "First" 22 "Relaxed" 1 1
27 7 "Second" 43 "Playful" 2 1
28 7 "First" 16 "Relaxed" 1 1
28 7 "Second" 43 "Relaxed" 1 1
29 7 "First" 19 "Playful" 2 1
29 7 "Second" 42 "Playful" 2 1
30 7 "First" 27 "Playful" 2 1
30 7 "Second" 27 NA NA NA
31 7 "First" 16 "Playful" 2 1
31 7 "Second" 16 NA NA NA
32 7 "First" 23 "Relaxed" 1 1
32 7 "Second" 23 NA NA NA
33 7 "First" 21 "Not Motivated (to work for, e.g. training)" 3 1
33 7 "Second" 21 NA NA NA
34 7 "First" 24 "Playful" 2 1
34 7 "Second" 41 "Playful" 2 1
35 7 "First" 20 "Relaxed" 1 1
35 7 "Second" 37 "Relaxed" 1 1
36 7 "First" 18 "Playful" 2 1
36 7 "Second" 38 "Playful" 2 1
37 7 "First" 19 "Playful" 2 1
37 7 "Second" 19 NA NA NA
38 7 "First" 17 "Playful" 2 1
38 7 "Second" 17 NA NA NA
39 7 "First" 24 "Playful" 2 1
39 7 "Second" 24 NA NA NA
40 7 "First" 19 "Playful" 2 1
40 7 "Second" 19 NA NA NA
41 7 "First" 14 "Obsessive" 4 2
41 7 "Second" 14 NA NA NA
42 7 "First" 17 "Not Motivated (to work for, e.g. training)" 3 1
42 7 "Second" 17 NA NA NA
43 7 "First" 15 "Not Motivated (to work for, e.g. training)" 3 1
43 7 "Second" 52 "Playful" 2 1
44 7 "First" 16 "Playful" 2 1
44 7 "Second" 16 NA NA NA
45 7 "First" 17 "Playful" 2 1
45 7 "Second" 17 NA NA NA
46 7 "First" 19 "Relaxed" 1 1
46 7 "Second" 19 NA NA NA
47 7 "First" 18 "Playful" 2 1
47 7 "Second" 18 NA NA NA
48 7 "First" 46 "Playful" 2 1
48 7 "Second" 67 "Playful" 2 1
49 7 "First" 15 "Playful" 2 1
49 7 "Second" 15 NA NA NA
50 7 "First" 17 "Playful" 2 1
50 7 "Second" 17 NA NA NA
51 7 "First" 21 "Playful" 2 1
51 7 "Second" 36 "Playful" 2 1
52 7 "First" 21 "Playful" 2 1
52 7 "Second" 42 "Playful" 2 1
53 7 "First" 15 "Not Motivated (to work for, e.g. training)" 3 1
53 7 "Second" 51 "Playful" 2 1
54 7 "First" 17 "Relaxed" 1 1
54 7 "Second" 17 NA NA NA
55 7 "First" 22 "Playful" 2 1
55 7 "Second" 37 "Playful" 2 1
56 7 "First" 35 "Playful" 2 1
56 7 "Second" 35 NA NA NA
57 7 "First" 15 "Playful" 2 1
57 7 "Second" 44 "Playful" 2 1
58 7 "First" 16 "Playful" 2 1
58 7 "Second" 37 "Playful" 2 1
59 7 "First" 18 "Playful" 2 1
59 7 "Second" 18 NA NA NA
60 7 "First" 15 "Playful" 2 1
60 7 "Second" 15 NA NA NA
61 7 "First" 20 "Relaxed" 1 1
61 7 "Second" 41 "Playful" 2 1
62 7 "First" 51 "Playful" 2 1
62 7 "Second" 72 "Playful" 2 1
63 7 "First" 19 "Playful" 2 1
63 7 "Second" 40 "Playful" 2 1
64 7 "First" 15 "Playful" 2 1
64 7 "Second" 50 "Playful" 2 1
65 7 "First" 29 "Playful" 2 1
65 7 "Second" 29 NA NA NA
66 7 "First" 15 "Relaxed" 1 1
66 7 "Second" 36 "Playful" 2 1
67 7 "First" 17 "Playful" 2 1
67 7 "Second" 39 "Playful" 2 1
68 7 "First" 15 "Playful" 2 1
68 7 "Second" 42 "Playful" 2 1
69 7 "First" 16 "Playful" 2 1
69 7 "Second" 38 "Playful" 2 1
70 7 "First" 16 "Not Motivated (to work for, e.g. training)" 3 1
70 7 "Second" 52 "Playful" 2 1
71 7 "First" 16 "Relaxed" 1 1
71 7 "Second" 35 "Playful" 2 1
72 7 "First" 22 "Relaxed" 1 1
72 7 "Second" 43 "Not Motivated (to work for, e.g. training)" 3 1
73 7 "First" 16 "Playful" 2 1
73 7 "Second" 37 "Playful" 2 1
74 7 "First" 19 "Relaxed" 1 1
74 7 "Second" 52 "Playful" 2 1
75 7 "First" 15 "Not Motivated (to work for, e.g. training)" 3 1
75 7 "Second" 49 "Not Motivated (to work for, e.g. training)" 3 1
76 7 "First" 19 "Playful" 2 1
76 7 "Second" 37 "Playful" 2 1
77 7 "First" 18 "Playful" 2 1
77 7 "Second" 52 "Playful" 2 1
78 7 "First" 14 "Relaxed" 1 1
78 7 "Second" 35 "Not Motivated (to work for, e.g. training)" 3 1
79 7 "First" 12 "Playful" 2 1
79 7 "Second" 48 "Playful" 2 1
80 7 "First" 16 "Playful" 2 1
80 7 "Second" 37 "Playful" 2 1
81 7 "First" 17 "Relaxed" 1 1
81 7 "Second" 17 NA NA NA
82 7 "First" 16 "Playful" 2 1
82 7 "Second" 36 "Playful" 2 1
83 7 "First" 16 "Playful" 2 1
83 7 "Second" 36 "Playful" 2 1
84 7 "First" 15 "Playful" 2 1
84 7 "Second" 38 "Playful" 2 1
85 7 "First" 31 "Playful" 2 1
85 7 "Second" 47 "Playful" 2 1
86 7 "First" 16 "Playful" 2 1
86 7 "Second" 37 "Playful" 2 1
87 7 "First" 16 "Not Motivated (to work for, e.g. training)" 3 1
87 7 "Second" 16 NA NA NA
88 7 "First" 19 "Playful" 2 1
88 7 "Second" 38 "Playful" 2 1
89 7 "First" 15 "Not Motivated (to work for, e.g. training)" 3 1
89 7 "Second" 36 "Not Motivated (to work for, e.g. training)" 3 1
90 7 "First" 25 "Playful" 2 1
90 7 "Second" 25 NA NA NA
91 7 "First" 16 "Relaxed" 1 1
91 7 "Second" 37 "Playful" 2 1
92 7 "First" 23 "Playful +" 8 2
92 7 "Second" 35 "Playful" 2 1
93 7 "First" 17 "Relaxed" 1 1
93 7 "Second" 36 "Playful" 2 1
94 7 "First" 25 "Playful" 2 1
94 7 "Second" 41 "Playful" 2 1
95 7 "First" 17 "Relaxed" 1 1
95 7 "Second" 38 "Playful" 2 1
96 7 "First" 16 "Playful" 2 1
96 7 "Second" 37 "Playful" 2 1
97 7 "First" 19 "Playful" 2 1
97 7 "Second" 35 "Playful" 2 1
98 7 "First" 17 "Playful" 2 1
98 7 "Second" 37 "Playful" 2 1
99 7 "First" 21 "Not Motivated (to work for, e.g. training)" 3 1
99 7 "Second" 41 "Not Motivated (to work for, e.g. training)" 3 1
100 7 "First" 19 "Playful" 2 1
100 7 "Second" 39 "Playful" 2 1
101 7 "First" 17 "Playful" 2 1
101 7 "Second" 17 NA NA NA
102 7 "First" 22 "Not Motivated (to work for, e.g. training)" 3 1
102 7 "Second" 22 NA NA NA
103 7 "First" 16 "Playful" 2 1
103 7 "Second" 43 "Playful" 2 1
104 7 "First" 17 "Relaxed" 1 1
104 7 "Second" 17 NA NA NA
105 7 "First" 16 "Not Motivated (to work for, e.g. training)" 3 1
105 7 "Second" 43 "Playful" 2 1
106 7 "First" 23 "Relaxed" 1 1
106 7 "Second" 23 NA NA NA
107 7 "First" 19 "Playful" 2 1
107 7 "Second" 40 "Relaxed" 1 1
108 7 "First" 18 "Playful +" 8 2
108 7 "Second" 18 NA NA NA
109 7 "First" 19 "Playful" 2 1
109 7 "Second" 19 NA NA NA
110 7 "First" 14 "Playful" 2 1
110 7 "Second" 35 "Relaxed" 1 1
111 7 "First" 17 "Playful" 2 1
111 7 "Second" 17 NA NA NA
112 7 "First" 17 "Playful" 2 1
112 7 "Second" 38 "Playful" 2 1
113 7 "First" 19 "Playful" 2 1
113 7 "Second" 19 NA NA NA
114 7 "First" 17 "Playful" 2 1
114 7 "Second" 17 NA NA NA
115 7 "First" 26 "Playful" 2 1
115 7 "Second" 41 "Playful" 2 1
116 7 "First" 29 "Playful" 2 1
116 7 "Second" 47 "Playful" 2 1
117 7 "First" 18 "Relaxed" 1 1
117 7 "Second" 40 "Not Motivated (to work for, e.g. training)" 3 1
118 7 "First" 36 "Playful" 2 1
118 7 "Second" 36 NA NA NA
119 7 "First" 18 "Playful" 2 1
119 7 "Second" 36 "Playful" 2 1
120 7 "First" 17 "Relaxed" 1 1
120 7 "Second" 17 NA NA NA
121 7 "First" 23 "Playful" 2 1
121 7 "Second" 38 "Playful" 2 1
122 7 "First" 21 "Playful" 2 1
122 7 "Second" 21 NA NA NA
123 7 "First" 19 "Playful" 2 1
123 7 "Second" 40 "Playful" 2 1
124 7 "First" 38 "Relaxed" 1 1
124 7 "Second" 38 NA NA NA
125 7 "First" 20 "Relaxed" 1 1
125 7 "Second" 42 "Uncomfortable Avoids" 5 2
126 7 "First" 21 "Playful" 2 1
126 7 "Second" 41 "Playful" 2 1
127 7 "First" 15 "Relaxed" 1 1
127 7 "Second" 36 "Relaxed" 1 1
128 7 "First" 17 "Playful" 2 1
128 7 "Second" 42 "Playful" 2 1
129 7 "First" 15 "Relaxed" 1 1
129 7 "Second" 15 NA NA NA
130 7 "First" 18 "Playful" 2 1
130 7 "Second" 38 "Playful" 2 1
131 7 "First" 38 "Relaxed" 1 1
131 7 "Second" 38 NA NA NA
132 7 "First" 22 "Playful" 2 1
132 7 "Second" 22 NA NA NA
133 7 "First" 19 "Playful" 2 1
133 7 "Second" 40 "Playful" 2 1
134 7 "First" 17 "Playful" 2 1
134 7 "Second" 38 "Playful" 2 1
135 7 "First" 15 "Playful" 2 1
135 7 "Second" 38 "Playful" 2 1
136 7 "First" 23 "Playful" 2 1
136 7 "Second" 37 "Playful" 2 1
137 7 "First" 16 "Relaxed" 1 1
137 7 "Second" 37 "Playful" 2 1
138 7 "First" 16 "Relaxed" 1 1
138 7 "Second" 38 "Playful" 2 1
139 7 "First" 7 "Playful" 2 1
139 7 "Second" 41 "Playful" 2 1
140 7 "First" 20 "Playful" 2 1
140 7 "Second" 20 NA NA NA
141 7 "First" 27 "Playful" 2 1
141 7 "Second" 27 NA NA NA
142 7 "First" 17 "Playful" 2 1
142 7 "Second" 17 NA NA NA
143 7 "First" 25 "Playful" 2 1
143 7 "Second" 37 "Playful" 2 1
144 7 "First" 15 "Not Motivated (to work for, e.g. training)" 3 1
144 7 "Second" 36 "Relaxed" 1 1
145 7 "First" 18 "Playful" 2 1
145 7 "Second" 38 "Playful" 2 1
146 7 "First" 21 "Playful" 2 1
146 7 "Second" 42 "Obsessive" 4 2
147 7 "First" 19 "Relaxed" 1 1
147 7 "Second" 39 "Relaxed" 1 1
148 7 "First" 20 "Playful" 2 1
148 7 "Second" 41 "Playful" 2 1
149 7 "First" 26 "Playful" 2 1
149 7 "Second" 40 "Playful" 2 1
150 7 "First" 22 "Playful" 2 1
150 7 "Second" 36 "Playful" 2 1
151 7 "First" 23 "Relaxed" 1 1
151 7 "Second" 42 "Playful" 2 1
152 7 "First" 23 "Not Motivated (to work for, e.g. training)" 3 1
152 7 "Second" 37 "Playful" 2 1
153 7 "First" 26 "Playful" 2 1
153 7 "Second" 26 NA NA NA
154 7 "First" 21 "Playful" 2 1
154 7 "Second" 21 NA NA NA
155 7 "First" 21 "Not Motivated (to work for, e.g. training)" 3 1
155 7 "Second" 43 "Not Motivated (to work for, e.g. training)" 3 1
156 7 "First" 22 "Playful" 2 1
156 7 "Second" 43 "Playful" 2 1
157 7 "First" 22 "Obsessive" 4 2
157 7 "Second" 37 "Playful" 2 1
158 7 "First" 19 "Playful" 2 1
158 7 "Second" 37 "Playful" 2 1
159 7 "First" 27 "Playful" 2 1
159 7 "Second" 41 "Uncomfortable Static +" 11 3
160 7 "First" 23 "Not Motivated (to work for, e.g. training)" 3 1
160 7 "Second" 37 "Not Motivated (to work for, e.g. training)" 3 1
161 7 "First" 24 "Playful" 2 1
161 7 "Second" 24 NA NA NA
162 7 "First" 21 "Playful" 2 1
